Año,Días para iniciar un negocio,Emisiones de CO2,Esperanza de vida (hombres),Esperanza de vida (mujeres),Facilidad para hacer negocios,Gasto en salud (% del PIB),Gasto en salud (per cápita),Horas para preparar los impuestos,Interés de préstamos,País,Población +65,Población 0-14,Población 15-64,Región,Uso de Internet,Uso de energía,Uso de teléfonos móviles
12/01/2001,,294907,66,70,,"0,02",17,,185,Indonesia,47,304,649,Asia,"0,02",158963,"0,03"
12/01/2001,,1202266,78,85,,"0,08",2554,,,Japón,177,144,679,Asia,"0,39",510791,"0,59"
12/01/2001,,147908,61,71,,"0,04",53,,,Kazajistán,69,271,661,Asia,"0,01",34493,"0,04"
12/01/2001,,79475,62,70,,,,,,"Corea, Rep. Pop.",62,258,,Asia,,20369,
12/01/2001,,450194,73,80,,"0,05",528,,77,"Corea, Rep.",77,206,717,Asia,"0,57",191046,"0,63"
12/01/2001,,3781,65,73,,"0,05",15,,373,Kirguistán,55,342,602,Asia,"0,03",2151,"0,01"
12/01/2001,,902,61,64,,"0,04",13,,262,Laos,36,,533,Asia,0,,"0,01"
12/01/2001,,1687,76,80,,,,,,"Macao (RAE, República Popular China)",74,219,708,Asia,"0,23",,"0,44"
12/01/2001,,136717,71,75,,"0,03",130,,71,Malasia,39,327,634,Asia,"0,27",49255,"0,31"
12/01/2001,,576,70,72,,"0,05",153,,,Maldivas,39,399,561,Asia,"0,04",,"0,07"
12/01/2001,,7884,60,67,,"0,05",24,,374,Mongolia,37,336,627,Asia,"0,02",2415,"0,08"
12/01/2001,,8724,60,64,,"0,02",2,,,Birmania,48,301,651,Asia,0,12547,0
12/01/2001,,3454,62,64,,"0,05",13,,77,Nepal,39,403,559,Asia,0,8375,0
12/01/2001,,108283,63,65,,"0,03",13,,,Pakistán,,409,552,Asia,"0,01",65091,"0,01"
12/01/2001,,71052,64,70,,"0,03",29,,124,Filipinas,33,382,585,Asia,"0,03",38202,"0,15"
12/01/2001,,49541,76,80,,"0,02",526,,56,Singapur,75,211,714,Asia,"0,42",21229,"0,74"
12/01/2001,,10246,68,76,,"0,04",31,,194,Sri Lanka,64,265,672,Asia,"0,01",8050,"0,04"
12/01/2001,,2292,60,68,,"0,05",8,,211,Tayikistán,36,421,543,Asia,0,2122,0
12/01/2001,,202132,67,75,,"0,03",61,,73,Tailandia,68,238,694,Asia,"0,06",74385,"0,12"
12/01/2001,,,59,62,,"0,06",20,,,Timor Oriental,24,,475,Asia,,,
12/01/2001,,39270,60,68,,"0,04",58,,,Turkmenistán,44,356,,Asia,0,15153,0
12/01/2001,,122038,64,70,,"0,05",24,,,Uzbekistán,44,365,591,Asia,"0,01",51070,"0,01"
12/01/2001,,61140,69,79,,"0,06",22,,94,Vietnam,65,307,628,Asia,"0,01",30646,"0,02"
12/01/2001,,3223,72,78,,"0,06",75,,197,Albania,71,297,632,Europa,0,1783,"0,12"
12/01/2001,,524,,,,"0,06",1294,,,Andorra,,,,Europa,,,"0,43"
12/01/2001,,65716,76,82,,"0,1",2406,,,Austria,156,168,676,Europa,"0,39",30177,"0,81"
12/01/2001,,52596,63,75,,"0,07",83,,,Bielorrusia,137,179,684,Europa,"0,04",24785,"0,01"
12/01/2001,,114766,75,81,,"0,08",1878,,85,Bélgica,,175,655,Europa,"0,31",58391,"0,75"
12/01/2001,,20700,73,77,,"0,07",108,,,Bosnia y Herzegovina,112,199,689,Europa,"0,01",4201,"0,12"
12/01/2001,,46454,69,75,,"0,07",129,,111,Bulgaria,168,152,,Europa,"0,08",19416,"0,2"
12/01/2001,,20715,71,78,,"0,07",376,,95,Croacia,159,169,672,Europa,"0,12",7948,"0,4"
12/01/2001,,6846,76,80,,"0,06",776,,75,Chipre,103,219,678,Europa,"0,19",2114,"0,33"
12/01/2001,,124407,72,78,,"0,06",403,,72,República Checa,139,161,,Europa,"0,15",42078,"0,68"
12/01/2001,,49035,75,79,,"0,09","2,73",,82,Dinamarca,148,186,665,Europa,"0,43",19203,"0,74"
12/01/2001,,15596,65,76,,"0,05",218,,78,Estonia,155,174,671,Europa,"0,32",4919,"0,48"
12/01/2001,,792,77,82,,,,,,Islas Feroe,,,,Europa,"0,43",,"0,52"
12/01/2001,,56424,75,82,,"0,07",1786,,58,Finlandia,151,,669,Europa,"0,43",33150,"0,81"
12/01/2001,,385827,76,83,,"0,1",2241,,,Francia,161,188,651,Europa,"0,26",260565,"0,62"
12/01/2001,,853663,76,81,,"0,11",2402,,,Alemania,168,154,679,Europa,"0,32",346679,"0,67"
12/01/2001,,93806,76,81,,"0,09",1055,,86,Grecia,172,,678,Europa,"0,11",28004,"0,72"
12/01/2001,,57022,68,77,,"0,07",374,,121,Hungría,153,166,682,Europa,"0,15",25591,"0,49"
12/01/2001,,2101,78,83,,"0,09",2612,,,Islandia,116,,653,Europa,"0,49",3238,"0,87"
12/01/2001,,44151,75,80,,"0,07",1848,,48,Irlanda,112,214,674,Europa,"0,23",14432,"0,77"
12/01/2001,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2001,,450348,77,83,,"0,08","1,59",,73,Italia,186,143,672,Europa,"0,27",172142,"0,9"
12/01/2001,,,66,70,,,,,,Kosovo,,,,Europa,,1902,
12/01/2001,,6854,65,77,,"0,06",215,,112,Letonia,154,172,674,Europa,"0,07",4111,"0,28"
12/01/2001,,,76,82,,,,,,Liechtenstein,,,,Europa,"0,45",,"0,33"
12/01/2001,,12919,66,78,,"0,06",220,,96,Lituania,142,193,665,Europa,"0,07",8277,"0,29"
12/01/2001,,8801,75,81,,"0,07",3405,,,Luxemburgo,142,,669,Europa,"0,36",3509,"0,93"
12/01/2001,,11998,71,76,,"0,09",141,,194,Macedonia (Antigua República Yugoslava),103,219,679,Europa,"0,04",2577,"0,11"
12/01/2001,,2486,77,81,,"0,07",675,,69,Malta,111,,688,Europa,"0,18",787,"0,59"
12/01/2001,,3715,63,71,,"0,07",29,,287,Moldavia,102,228,669,Europa,"0,02",3052,"0,06"
12/01/2001,,,,,,"0,03",2718,,,Mónaco,,,,Europa,"0,47",,"0,44"
12/01/2001,,,71,77,,"0,09",160,,,Montenegro,117,,673,Europa,,,
12/01/2001,,167274,76,81,,"0,08",2079,,,Países Bajos,136,186,678,Europa,"0,49",75614,"0,77"
12/01/2001,,41092,76,82,,"0,1",3705,,87,Noruega,,,,Europa,"0,64",26823,"0,8"
12/01/2001,,302806,70,78,,"0,06",292,,184,Polonia,125,187,688,Europa,"0,1",89733,"0,26"
12/01/2001,,62863,73,80,,"0,09",1087,,,Portugal,164,,676,Europa,"0,18",24815,"0,77"
12/01/2001,,95672,68,75,,"0,04",79,,454,Rumania,137,181,683,Europa,"0,05",36819,"0,17"
12/01/2001,,1558013,59,72,,"0,06",119,,179,Rusia,127,175,698,Europa,"0,03",626014,"0,05"
12/01/2001,,,78,84,,"0,05",2183,,88,San Marino,,,,Europa,"0,5",,"0,58"
12/01/2001,,,70,75,,"0,08",84,,345,Serbia,132,197,,Europa,,14965,
12/01/2001,,39358,70,78,,"0,06",216,,112,Eslovaquia,114,191,695,Europa,"0,13",18593,"0,4"
12/01/2001,,15163,72,80,,"0,09",883,,151,Eslovenia,144,155,701,Europa,"0,3",6732,"0,74"
12/01/2001,,297830,76,83,,"0,07",1089,,52,España,169,146,685,Europa,"0,18",125038,"0,73"
12/01/2001,,51129,78,82,,"0,09",2268,,56,Suecia,172,183,645,Europa,"0,52",50532,"0,81"
12/01/2001,,42963,77,83,,"0,1",3748,,43,Suiza,154,173,673,Europa,"0,55",26557,"0,73"
12/01/2001,,194538,67,74,,"0,05",148,,,Turquía,61,302,637,Europa,"0,05",70402,"0,31"
12/01/2001,,321651,63,74,,"0,06",44,,323,Ucrania,141,168,691,Europa,"0,01",134096,"0,05"
12/01/2001,,550552,76,80,,"0,07",1819,,51,Reino Unido,158,188,654,Europa,"0,34",223770,"0,78"
12/01/2001,,13927,74,76,,"0,04",488,,107,Baréin,24,305,,Oriente Medio,"0,15",6069,"0,43"
12/01/2001,,398827,69,71,,"0,05",294,,,Irán,43,328,629,Oriente Medio,"0,02",133435,"0,03"
12/01/2001,,85342,69,73,,"0,01",8,,,Irak,35,426,539,Oriente Medio,0,26935,
12/01/2001,,65749,78,81,,"0,08",1499,,,Israel,,,619,Oriente Medio,"0,17",19143,"0,9"
12/01/2001,,16003,71,73,,"0,1",184,,109,Jordania,31,392,577,Oriente Medio,"0,05",4818,"0,18"
12/01/2001,,55122,73,74,,"0,04",634,,79,Kuwait,33,257,711,Oriente Medio,"0,09",20067,"0,44"
12/01/2001,,16208,73,77,,"0,11",571,,172,Líbano,72,285,644,Oriente Medio,"0,07",5258,"0,23"
12/01/2001,,20286,71,75,,"0,03",263,,92,Omán,24,369,607,Oriente Medio,"0,06",8420,"0,14"
12/01/2001,,30363,76,78,,"0,03",732,,,Qatar,17,263,,Oriente Medio,"0,06",12452,"0,29"
12/01/2001,,297214,71,75,,"0,05",397,,,Arabia Saudí,35,376,589,Oriente Medio,"0,05",106657,"0,12"
12/01/2001,,48786,72,75,,"0,05",58,,,Siria,34,404,563,Oriente Medio,0,15638,"0,01"
12/01/2001,,101415,74,76,,"0,03",815,,81,Emiratos Árabes Unidos,,249,741,Oriente Medio,"0,26",37365,"0,61"
12/01/2001,,16252,59,62,,"0,04",27,,175,Yemen,28,481,491,Oriente Medio,0,5265,"0,01"
12/01/2001,,,,,,,,,,Samoa Americana,,,,Oceanía,,,"0,04"
12/01/2001,,324860,77,82,,"0,08",1632,,87,Australia,125,206,669,Oceanía,"0,53",105751,"0,57"
12/01/2001,,1115,65,70,,"0,03",67,,83,Fiyi,36,343,621,Oceanía,"0,02",,"0,1"
12/01/2001,,737,70,76,,,,,,Polinesia Francesa,44,,645,Oceanía,"0,06",,"0,28"
12/01/2001,,,73,78,,,,,,Guam,55,303,641,Oceanía,"0,25",,"0,21"
12/01/2001,,26,62,68,,"0,09",67,,,Kiribati,34,394,572,Oceanía,"0,02",,"0,01"
12/01/2001,,81,,,,"0,19",412,,,Islas Marshall,,,,Oceanía,"0,02",,"0,01"
12/01/2001,,176,67,68,,"0,09",190,,153,Micronesia (Estados Federados),38,399,563,Oceanía,"0,05",,
12/01/2001,,1907,72,78,,,,,,Nueva Caledonia,61,284,655,Oceanía,"0,18",,"0,32"
12/01/2001,,34510,76,81,,"0,08",1052,,76,Nueva Zelanda,118,225,657,Oceanía,"0,53",17120,"0,59"
12/01/2001,,3231,57,61,,"0,05",25,,162,Papúa Nueva Guinea,25,402,573,Oceanía,"0,01",,0
12/01/2001,,143,67,73,,"0,06",79,,,Samoa,45,406,549,Oceanía,"0,02",,"0,01"
12/01/2001,,172,62,65,,"0,06",61,,146,Islas Salomón,29,418,554,Oceanía,"0,01",,0
12/01/2001,,143,69,73,,"0,06",96,,113,Tonga,58,382,,Oceanía,"0,03",,0
12/01/2001,,88,66,70,,"0,04",50,,88,Vanuatu,33,411,556,Oceanía,"0,03",,0
12/01/2001,,345,71,76,,"0,04",429,,116,Antigua y Barbuda,,291,639,América,"0,09",,"0,32"
12/01/2001,,132632,70,78,,"0,09",676,,277,Argentina,,276,624,América,"0,1",57835,"0,18"
12/01/2001,,2237,71,76,,,,,121,Aruba,78,229,694,América,"0,17",,"0,57"
12/01/2001,,1569,70,76,,"0,05",1107,,,Bahamas,55,286,659,América,"0,12",,"0,2"
12/01/2001,,1221,71,76,,"0,07",635,,96,Barbados,115,217,669,América,"0,12",,"0,2"
12/01/2001,,711,67,74,,"0,05",160,,155,Belice,42,397,,América,,,"0,16"
12/01/2001,,495,75,81,,,,,,Bermudas,,,,América,"0,48",,"0,21"
12/01/2001,,9824,61,65,,"0,06",59,,201,Bolivia,42,396,562,América,"0,02",2903,"0,09"
12/01/2001,,337434,67,74,,"0,07",228,,576,Brasil,56,291,653,América,"0,05",190712,"0,16"
12/01/2001,,525690,77,82,,"0,09",2152,,58,Canadá,127,189,685,América,"0,6",247878,"0,34"
12/01/2001,,455,,,,,,,,Islas Caimán,,,,América,,,"0,39"
12/01/2001,,52757,74,80,,"0,08",348,,119,Chile,74,273,654,América,"0,19",24697,"0,33"
12/01/2001,,56274,68,75,,"0,06",144,,207,Colombia,48,324,628,América,"0,03",25708,"0,08"
12/01/2001,,5761,76,80,,"0,07",291,,238,Costa Rica,55,308,637,América,"0,1",2889,"0,08"
12/01/2001,,25453,75,79,,"0,06",178,,,Cuba,101,213,687,América,"0,01",12588,0
12/01/2001,,,,,,,,,,Curazao,107,242,651,América,,,
12/01/2001,,114,,,,"0,05",236,,111,Dominica,,,,América,"0,13",,"0,11"
12/01/2001,,20235,68,74,,"0,06",173,,243,República Dominicana,53,345,602,América,"0,04",7291,"0,14"
12/01/2001,,23447,71,77,,"0,04",77,,162,Ecuador,52,342,606,América,"0,03",8442,"0,07"
12/01/2001,,5948,65,75,,"0,08",184,,,El Salvador,57,379,564,América,"0,02",4151,"0,14"
12/01/2001,,539,65,70,,,,,,Groenlandia,,,,América,"0,36",,"0,28"
12/01/2001,,194,68,73,,"0,08",392,,102,Granada,77,341,582,América,"0,05",,"0,06"
12/01/2001,,10627,65,72,,"0,06",105,,,Guatemala,41,439,,América,"0,02",7188,"0,1"
12/01/2001,,1595,60,67,,"0,06",54,,,Guyana,44,356,601,América,"0,13",,"0,1"
12/01/2001,,1569,56,59,,"0,06",23,,,Haití,,398,561,América,0,2054,"0,01"
12/01/2001,,5713,68,73,,"0,07",83,,238,Honduras,,419,541,América,"0,01",3224,"0,04"
12/01/2001,,10627,68,74,,"0,05",178,,206,Jamaica,75,324,601,América,"0,04",3841,"0,23"
12/01/2001,,394800,72,77,,"0,05",373,,128,México,,337,613,América,"0,07",146302,"0,21"
12/01/2001,,3964,67,73,,"0,05",54,,186,Nicaragua,38,403,559,América,"0,01",2544,"0,03"
12/01/2001,,7008,73,78,,"0,08",293,,,Panamá,56,318,625,América,"0,07",2816,"0,15"
12/01/2001,,3821,68,73,,"0,08",107,,283,Paraguay,45,377,578,América,"0,01",3919,"0,21"
12/01/2001,,27165,68,74,,"0,05",96,,,Perú,49,337,614,América,"0,08",11795,"0,07"
12/01/2001,,,73,81,,,,,,Puerto Rico,115,233,652,América,"0,16",,"0,43"
12/01/2001,,,,,,,,,,Isla de San Martín (parte neerlandesa),,,,América,,,
12/01/2001,,183,,,,"0,04",378,,111,San Cristóbal y Nieves,,,,América,"0,08",,"0,05"
12/01/2001,,363,70,74,,"0,06",278,,,Santa Lucía,75,315,,América,"0,08",,"0,02"
12/01/2001,,,74,81,,,,,,San Martín,,,,América,,,
12/01/2001,,180,68,73,,"0,04",145,,116,San Vicente y las Granadinas,,308,622,América,"0,05",,"0,07"
12/01/2001,,2266,65,72,,"0,08",136,,257,Surinam,58,304,638,América,"0,03",,"0,18"
12/01/2001,,25024,65,72,,"0,04",305,,157,Trinidad y Tobago,67,246,687,América,"0,15",11762,"0,2"
12/01/2001,,15,,,,,,,,Islas Turcas y Caicos,,,,América,,,
12/01/2001,,5601405,74,79,,"0,14",5138,,69,Estados Unidos,123,212,665,América,"0,49",2230817,"0,45"
12/01/2001,,5090,71,79,,"0,11",703,,486,Uruguay,132,244,624,América,"0,11",2712,"0,16"
12/01/2001,,172525,70,76,,"0,06",295,,225,Venezuela,46,332,621,América,"0,05",57871,"0,26"
12/01/2001,,,75,81,,,,,,Islas Vírgenes (EE. UU.),89,253,658,América,"0,18",,"0,38"
12/01/2002,,90854,68,71,,"0,04",65,,86,Argelia,41,318,641,África,"0,02",28773,"0,01"
12/01/2002,,12666,45,48,,"0,04",33,,973,Angola,25,477,499,África,0,8304,"0,01"
12/01/2002,,2054,54,58,,"0,04",16,,,Benín,28,451,,África,"0,01",2262,"0,03"
12/01/2002,,4485,48,49,,"0,06",193,,162,Botsuana,,372,598,África,"0,03",1916,"0,18"
12/01/2002,,1005,50,52,,"0,05",13,,,Burkina Faso,27,467,507,África,0,,"0,01"
12/01/2002,,220,48,50,,"0,07",6,,195,Burundi,28,476,495,África,0,,"0,01"
12/01/2002,,3418,51,53,,"0,05",31,,,Camerún,34,449,518,África,0,6518,"0,04"
12/01/2002,,246,42,46,,"0,04",11,,,República Centroafricana,,422,539,África,0,,0
12/01/2002,,169,46,48,,"0,08",18,,,Chad,28,491,481,África,0,,0
12/01/2002,,92,57,60,,"0,03",15,,,Comoras,31,413,556,África,"0,01",,
12/01/2002,,1544,46,48,,"0,04",5,,,"Congo, Rep. Democrática)",28,464,508,África,0,17841,"0,01"
12/01/2002,,708,52,54,,"0,03",23,,,Congo (Brazzaville),36,,545,África,0,869,"0,07"
12/01/2002,,7286,46,47,,"0,05",33,,,Costa de Marfil,29,422,549,África,"0,01",6946,"0,06"
12/01/2002,,400,56,59,,"0,05",42,,113,Yibuti,32,398,,África,"0,01",,"0,02"
12/01/2002,,127194,67,71,,"0,06",74,,138,Egipto,54,342,604,África,"0,03",47162,"0,07"
12/01/2002,,4980,47,49,,"0,02",71,,,Guinea Ecuatorial,35,419,546,África,0,,"0,06"
12/01/2002,,605,55,59,,"0,04",6,,,Eritrea,19,454,527,África,0,748,
12/01/2002,,4481,53,55,,"0,05",5,,87,Etiopía,31,465,504,África,0,26867,0
12/01/2002,,1778,58,61,,"0,04",142,,,Gabón,58,402,,África,"0,02",1583,"0,22"
12/01/2002,,315,55,57,,"0,04",17,,,Gambia,26,459,515,África,"0,02",,"0,08"
12/01/2002,,7437,57,58,,"0,05",15,,,Ghana,32,409,559,África,"0,01",8264,"0,02"
12/01/2002,,1324,51,51,,"0,06",20,,,Guinea,34,439,527,África,0,,"0,01"
12/01/2002,,154,51,53,,"0,06",17,,,Guinea-Bisáu,,433,537,África,"0,01",,
12/01/2002,,7968,52,54,,"0,05",18,,185,Kenia,28,435,538,África,"0,01",14454,"0,04"
12/01/2002,,,44,45,,"0,07",24,,171,Lesoto,46,407,547,África,"0,01",,"0,07"
12/01/2002,,502,52,54,,"0,05",9,,202,Liberia,31,432,537,África,0,,0
12/01/2002,,47832,71,74,,"0,05",185,,,Libia,41,,,África,"0,02",16951,"0,01"
12/01/2002,,1236,59,61,,"0,05",14,,253,Madagascar,,454,517,África,0,,"0,01"
12/01/2002,,884,47,47,,"0,05",11,,505,Malaui,,461,509,África,0,,"0,01"
12/01/2002,,554,50,50,,"0,06",19,,,Mali,33,461,506,África,0,,0
12/01/2002,,1434,58,61,,"0,06",24,,,Mauritania,32,423,545,África,0,,"0,09"
12/01/2002,,2981,69,76,,"0,04",168,,,Mauricio,64,252,685,África,"0,1",,"0,29"
12/01/2002,,38254,67,70,,"0,05",73,,131,Marruecos,48,327,625,África,"0,02",11079,"0,21"
12/01/2002,,1588,46,49,,"0,06",14,,267,Mozambique,32,441,527,África,0,7645,"0,01"
12/01/2002,,1760,52,56,,"0,06",106,,138,Namibia,33,402,565,África,"0,03",1010,"0,08"
12/01/2002,,814,52,52,,"0,07",12,,,Níger,25,483,491,África,0,,"0,01"
12/01/2002,,98125,47,48,,"0,04",18,,248,Nigeria,28,434,538,África,0,97389,"0,01"
12/01/2002,,689,50,51,,"0,04",8,,164,Ruanda,29,459,513,África,0,,"0,01"
12/01/2002,,59,62,66,,"0,11",59,,374,Santo Tomé y Príncipe,,429,,África,"0,08",,"0,01"
12/01/2002,,4547,57,60,,"0,05",26,,,Senegal,32,447,521,África,"0,01",2632,"0,05"
12/01/2002,,543,69,77,,"0,04",371,,106,Seychelles,79,267,654,África,"0,14",,"0,54"
12/01/2002,,609,39,40,,"0,16",44,,222,Sierra Leona,24,428,548,África,0,,"0,02"
12/01/2002,,572,50,53,,,,,,Somalia,29,475,496,África,0,,"0,01"
12/01/2002,,347687,52,55,,"0,09",205,,158,Sudáfrica,37,,643,África,"0,07",109908,"0,3"
12/01/2002,,,49,51,,,,,,Sudán del Sur,31,445,524,África,,,
12/01/2002,,8119,57,61,,"0,04",18,,,Sudán,,435,535,África,0,15205,"0,01"
12/01/2002,,1126,46,47,,"0,05",58,,153,Suazilandia,,435,535,África,"0,02",,"0,06"
12/01/2002,,3590,51,52,,"0,03",10,,164,Tanzania,29,447,524,África,0,14916,"0,02"
12/01/2002,,1232,53,55,,"0,05",14,,,Togo,28,436,536,África,"0,01",2182,"0,03"
12/01/2002,,21016,71,75,,"0,05",128,,,Túnez,64,281,656,África,"0,05",7814,"0,06"
12/01/2002,,1668,50,50,,"0,08",18,,191,Uganda,26,494,,África,0,,"0,02"
12/01/2002,,1969,43,44,,"0,07",24,,452,Zambia,27,461,511,África,"0,01",6633,"0,01"
12/01/2002,,11932,43,43,,,,,365,Zimbabue,35,417,548,África,"0,04",9692,"0,03"
12/01/2002,,359,55,57,,"0,09",14,,,Afganistán,,495,485,Asia,0,,0
12/01/2002,,3044,69,76,,"0,05",42,,211,Armenia,108,241,651,Asia,"0,02",1876,"0,02"
12/01/2002,,29615,65,70,,"0,05",34,,174,Azerbaiyán,,291,649,Asia,"0,05",11559,"0,1"
12/01/2002,,33707,66,67,,"0,03",11,,,Bangladés,41,359,,Asia,0,20756,"0,01"
12/01/2002,,418,62,62,,"0,08",71,,153,Bután,39,,581,Asia,"0,02",,
12/01/2002,,5321,75,78,,"0,03",526,,55,Brunéi,29,298,673,Asia,"0,15",2157,"0,44"
12/01/2002,,2208,61,67,,"0,06",22,,,Camboya,,388,572,Asia,0,3994,"0,03"
12/01/2002,,3694242,72,74,,"0,05",54,,53,China,72,236,692,Asia,"0,05",1253831,"0,16"
12/01/2002,,3388,69,76,,"0,09",64,,236,Georgia,134,205,661,Asia,"0,02",2544,"0,11"
12/01/2002,,36952,79,85,,,,,,"Hong Kong (RAE, República Popular China)",115,161,724,Asia,"0,43",13195,"0,93"
12/01/2002,,1226791,62,64,,"0,04",21,,119,India,45,334,621,Asia,"0,02",477540,"0,01"
12/01/2002,,306737,66,70,,"0,02",20,,189,Indonesia,48,302,651,Asia,"0,02",164879,"0,05"
12/01/2002,,1216751,78,85,,"0,08",2455,,19,Japón,182,142,675,Asia,"0,47",510390,"0,64"
12/01/2002,,151946,61,72,,"0,04",61,,,Kazajistán,71,263,665,Asia,"0,02",39679,"0,07"
12/01/2002,,76109,63,70,,,,,,"Corea, Rep. Pop.",65,256,,Asia,,19566,
12/01/2002,,465632,73,80,,"0,05",581,,68,"Corea, Rep.",81,203,716,Asia,"0,59",198667,"0,7"
12/01/2002,,4848,64,72,,"0,05",17,,248,Kirguistán,56,335,609,Asia,"0,03",2422,"0,01"
12/01/2002,,1177,62,64,,"0,04",13,,293,Laos,37,425,539,Asia,0,,"0,01"
12/01/2002,,1525,76,80,,,,,61,"Macao (RAE, República Popular China)",74,208,718,Asia,"0,25",,"0,62"
12/01/2002,,135129,71,75,,"0,03",138,,65,Malasia,,321,639,Asia,"0,32",51009,"0,37"
12/01/2002,,689,70,73,,"0,05",152,,135,Maldivas,41,385,574,Asia,"0,05",,"0,15"
12/01/2002,,8287,61,67,,"0,05",28,,355,Mongolia,37,323,,Asia,"0,02",2586,"0,09"
12/01/2002,,9208,61,65,,"0,02",3,,,Birmania,48,296,656,Asia,0,12968,0
12/01/2002,,2710,62,64,,"0,06",14,,68,Nepal,,401,559,Asia,0,8467,0
12/01/2002,,114084,64,65,,"0,03",15,,,Pakistán,,402,558,Asia,"0,03",65775,"0,01"
12/01/2002,,71338,64,70,,"0,03",28,,91,Filipinas,33,,587,Asia,"0,04",38767,"0,19"
12/01/2002,,47231,77,81,,"0,03",632,,53,Singapur,77,206,717,Asia,"0,47",21005,"0,8"
12/01/2002,,11008,69,76,,"0,04",34,,132,Sri Lanka,65,261,673,Asia,"0,01",8199,"0,05"
12/01/2002,,1881,61,68,,"0,05",9,,147,Tayikistán,36,412,552,Asia,0,2129,0
12/01/2002,,215975,68,75,,"0,04",74,,69,Tailandia,,234,696,Asia,"0,08",82257,"0,27"
12/01/2002,,161,60,63,,"0,06",19,,,Timor Oriental,25,497,478,Asia,,,
12/01/2002,,40245,60,68,,"0,03",63,,,Turkmenistán,44,349,607,Asia,0,15811,0
12/01/2002,,126915,64,70,,"0,05",21,,,Uzbekistán,45,357,598,Asia,"0,01",53188,"0,01"
12/01/2002,,70806,69,79,,"0,05",22,,91,Vietnam,65,298,637,Asia,"0,02",33441,"0,02"
12/01/2002,,3751,72,78,,"0,07",89,,153,Albania,75,,636,Europa,0,1975,"0,26"
12/01/2002,,532,,,,"0,06",1486,,,Andorra,,,,Europa,"0,11",,"0,46"
12/01/2002,,67179,76,82,,"0,1",2599,,,Austria,156,167,677,Europa,"0,37",30447,"0,83"
12/01/2002,,52390,62,74,,"0,07",96,,369,Bielorrusia,,172,687,Europa,"0,09",25262,"0,05"
12/01/2002,,107531,75,81,,"0,09",2075,,77,Bélgica,171,174,655,Europa,"0,46",56375,"0,78"
12/01/2002,,22919,73,77,,"0,07",122,,127,Bosnia y Herzegovina,117,197,686,Europa,"0,03",4407,"0,19"
12/01/2002,,44635,69,75,,"0,08",154,,92,Bulgaria,,148,683,Europa,"0,09",18861,"0,33"
12/01/2002,,21877,71,78,,"0,06",375,,128,Croacia,163,167,671,Europa,"0,18",8245,"0,52"
12/01/2002,,7022,76,80,,"0,06",882,,72,Chipre,104,214,682,Europa,"0,28",2143,"0,43"
12/01/2002,,120193,72,79,,"0,07",522,,67,República Checa,139,157,704,Europa,"0,24",42535,"0,84"
12/01/2002,,49266,75,79,,"0,09",3023,,71,Dinamarca,149,187,664,Europa,"0,64",19004,"0,83"
12/01/2002,,14936,65,77,,"0,05",256,,67,Estonia,159,167,674,Europa,"0,42",4713,"0,65"
12/01/2002,,763,77,82,,,,,,Islas Feroe,,,,Europa,"0,53",,"0,73"
12/01/2002,,61078,75,82,,"0,08",2032,,48,Finlandia,153,178,669,Europa,"0,62",34819,"0,87"
12/01/2002,,380840,76,83,,"0,11",2497,,66,Francia,162,187,651,Europa,"0,3",261182,"0,64"
12/01/2002,,828771,75,81,,"0,11","2,61",,97,Alemania,173,151,676,Europa,"0,49",338553,"0,71"
12/01/2002,,93670,76,81,,"0,09",1223,,74,Grecia,176,148,676,Europa,"0,15",28321,"0,85"
12/01/2002,,56094,68,77,,"0,08",495,,102,Hungría,154,163,683,Europa,"0,17",25601,"0,68"
12/01/2002,,2171,79,83,,"0,1",3156,,154,Islandia,117,228,656,Europa,"0,79",3285,"0,91"
12/01/2002,,43762,75,80,,"0,07",2221,,38,Irlanda,111,211,678,Europa,"0,26",14673,"0,76"
12/01/2002,,,75,82,,,,,,Isla de Man,,,,Europa,,,
12/01/2002,,452632,77,83,,"0,08",1761,,65,Italia,189,142,669,Europa,"0,28",172396,"0,94"
12/01/2002,,,66,70,,,,,,Kosovo,,,,Europa,,1894,
12/01/2002,,6652,65,77,,"0,06",248,,,Letonia,158,165,677,Europa,"0,22",4073,"0,4"
12/01/2002,,,77,82,,,,,,Liechtenstein,,,,Europa,"0,6",,"0,34"
12/01/2002,,13212,66,78,,"0,06",263,,68,Lituania,144,187,669,Europa,"0,18",8865,"0,48"
12/01/2002,,9417,75,82,,"0,08",4202,,,Luxemburgo,143,189,668,Europa,"0,4",3646,"1,07"
12/01/2002,,10935,71,76,,"0,09",170,,184,Macedonia (Antigua República Yugoslava),106,213,681,Europa,"0,17",2527,"0,18"
12/01/2002,,2299,76,81,,"0,08",839,,,Malta,117,193,,Europa,"0,29",734,"0,67"
12/01/2002,,3986,63,71,,"0,08",37,,235,Moldavia,105,219,676,Europa,"0,04",3096,"0,09"
12/01/2002,,,,,,"0,03",2985,,,Mónaco,,,,Europa,"0,48",,"0,46"
12/01/2002,,,71,77,,"0,09",180,,,Montenegro,121,207,671,Europa,,,
12/01/2002,,172364,76,81,,"0,09",2411,,,Países Bajos,137,186,677,Europa,"0,61",75706,"0,75"
