Año,Días para iniciar un negocio,Emisiones de CO2,Esperanza de vida (hombres),Esperanza de vida (mujeres),Facilidad para hacer negocios,Gasto en salud (% del PIB),Gasto en salud (per cápita),Horas para preparar los impuestos,Interés de préstamos,País,Población +65,Población 0-14,Población 15-64,Región,Uso de Internet,Uso de energía,Uso de teléfonos móviles
12/01/2003,56,114836,75,81,,"0,1",3,,69,Bélgica,172,173,655,Europa,"0,5",59242,"0,83"
12/01/2003,68,23238,73,78,,"0,08",174,,109,Bosnia y Herzegovina,122,194,684,Europa,"0,04",4400,"0,28"
12/01/2003,32,47308,69,76,,"0,08",201,,85,Bulgaria,171,143,685,Europa,"0,12",19399,"0,45"
12/01/2003,29,23542,71,78,,"0,06",495,,116,Croacia,166,164,,Europa,"0,23",8812,"0,58"
12/01/2003,,7748,76,81,,"0,07",1235,,69,Chipre,105,209,686,Europa,"0,3",2332,"0,55"
12/01/2003,40,122379,72,79,,"0,07",666,,59,República Checa,139,154,707,Europa,"0,34",44415,"0,95"
12/01/2003,7,55735,75,80,,"0,1",3756,,,Dinamarca,149,188,663,Europa,"0,76",20087,"0,89"
12/01/2003,72,17052,66,77,,"0,05",352,,55,Estonia,163,161,676,Europa,"0,45",5188,"0,78"
12/01/2003,,777,77,82,,,,,,Islas Feroe,,,,Europa,"0,59",,"0,79"
12/01/2003,31,68888,75,82,,"0,08",2572,,41,Finlandia,155,177,668,Europa,"0,69",36747,"0,91"
12/01/2003,41,387591,76,83,,"0,11",3137,,66,Francia,163,186,651,Europa,"0,36",265879,"0,69"
12/01/2003,45,833406,76,81,,"0,11",3206,,,Alemania,179,148,673,Europa,"0,56",338070,"0,77"
12/01/2003,38,95738,77,81,,"0,09",1579,,68,Grecia,,146,674,Europa,"0,18",29141,"0,81"
12/01/2003,52,59072,68,77,,"0,09",706,,96,Hungría,155,,685,Europa,"0,22",26136,"0,78"
12/01/2003,,2167,80,83,,"0,11","4,02",,,Islandia,117,225,658,Europa,"0,83",3273,"0,97"
12/01/2003,18,43337,76,81,,"0,07",2918,,28,Irlanda,111,208,681,Europa,"0,34",14061,"0,87"
12/01/2003,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2003,23,468349,77,83,,"0,08",2157,,58,Italia,192,142,667,Europa,"0,29",179423,"0,98"
12/01/2003,,,66,71,,,,,,Kosovo,,,,Europa,,1994,
12/01/2003,16,7088,66,77,,"0,06",295,,54,Letonia,163,158,679,Europa,"0,27",4324,"0,53"
12/01/2003,,,78,82,,,,,,Liechtenstein,,,,Europa,"0,59",,"0,73"
12/01/2003,26,12915,67,78,,"0,07",351,,58,Lituania,147,,673,Europa,"0,26",9253,"0,62"
12/01/2003,,9905,75,81,,"0,08",4984,,,Luxemburgo,144,189,668,Europa,"0,55",3843,"1,21"
12/01/2003,48,11309,71,76,,"0,09",212,,,Macedonia (Antigua República Yugoslava),108,208,684,Europa,"0,19",2776,"0,37"
12/01/2003,,2582,76,81,,"0,08",1074,,59,Malta,123,185,691,Europa,"0,32",826,"0,7"
12/01/2003,42,4290,64,72,,"0,08",46,,193,Moldavia,108,208,683,Europa,"0,07",3360,"0,12"
12/01/2003,,,,,,"0,04",4216,,,Mónaco,,,,Europa,"0,5",,"0,46"
12/01/2003,,,71,76,,"0,09",254,,,Montenegro,125,205,,Europa,,,
12/01/2003,9,175041,76,81,,"0,1",3249,,,Países Bajos,138,186,676,Europa,"0,64",78010,"0,82"
12/01/2003,18,42625,77,82,,"0,11","5,22",,47,Noruega,148,199,653,Europa,"0,78",27020,"0,89"
12/01/2003,31,304856,71,79,,"0,06",354,,73,Polonia,,174,696,Europa,"0,25",91105,"0,46"
12/01/2003,78,61276,74,81,,"0,1",1514,,,Portugal,168,158,674,Europa,"0,3",25129,"0,96"
12/01/2003,29,95940,68,75,,"0,05",146,,254,Rumania,143,166,691,Europa,"0,09",39525,"0,32"
12/01/2003,43,1604973,59,72,,"0,06",167,,,Rusia,134,162,705,Europa,"0,08",645323,"0,25"
12/01/2003,,,78,85,,"0,05",2837,,75,San Marino,,,,Europa,"0,5",,"0,59"
12/01/2003,56,,70,75,,"0,09",171,,155,Serbia,137,189,674,Europa,,16635,
12/01/2003,103,39494,70,78,,"0,06",360,,85,Eslovaquia,116,179,706,Europa,"0,43",18639,"0,68"
12/01/2003,60,15500,73,81,,"0,09",1263,,108,Eslovenia,,147,703,Europa,"0,32",6912,"0,87"
12/01/2003,114,321097,76,83,,"0,08","1,73",,,España,169,145,687,Europa,"0,4",133196,"0,89"
12/01/2003,16,54781,78,82,,"0,09",3277,,48,Suecia,172,179,649,Europa,"0,79",50618,"0,98"
12/01/2003,20,40205,78,83,,"0,11",5002,,33,Suiza,156,168,676,Europa,"0,65",25996,"0,85"
12/01/2003,38,218509,68,75,,"0,05",232,,,Turquía,64,293,643,Europa,"0,12",77833,"0,42"
12/01/2003,40,352259,63,74,,"0,07",73,,179,Ucrania,,156,693,Europa,"0,03",144641,"0,14"
12/01/2003,13,540640,76,81,,"0,08",2444,,37,Reino Unido,159,183,658,Europa,"0,65",222080,"0,91"
12/01/2003,,16468,74,76,,"0,04",536,,83,Baréin,23,294,683,Oriente Medio,"0,22",6752,"0,57"
12/01/2003,29,418859,70,72,,"0,05",97,,,Irán,47,289,664,Oriente Medio,"0,07",142649,"0,05"
12/01/2003,,91118,68,73,,"0,04",16,,,Irak,35,422,543,Oriente Medio,"0,01",27086,0
12/01/2003,20,65122,78,82,,"0,08",1364,,106,Israel,,,,Oriente Medio,"0,2",19730,"1,04"
12/01/2003,79,17470,71,74,,"0,09",187,,93,Jordania,31,387,582,Oriente Medio,"0,09",5176,"0,27"
12/01/2003,35,61657,73,75,,"0,03",728,,54,Kuwait,34,256,,Oriente Medio,"0,22",22001,"0,67"
12/01/2003,46,18221,74,78,,"0,09",498,,134,Líbano,73,284,643,Oriente Medio,"0,08",5220,"0,22"
12/01/2003,35,32391,72,76,,"0,03",294,,82,Omán,25,364,612,Oriente Medio,"0,07",9350,"0,25"
12/01/2003,,36157,76,78,,"0,04",1476,,,Qatar,15,269,716,Oriente Medio,"0,19",14185,"0,57"
12/01/2003,74,327272,72,75,,"0,04",384,,,Arabia Saudí,33,359,608,Oriente Medio,"0,08",121382,"0,32"
12/01/2003,43,54286,72,76,,"0,05",60,,75,Siria,34,396,,Oriente Medio,"0,03",16543,"0,07"
12/01/2003,19,106842,74,76,,"0,03",968,,,Emiratos Árabes Unidos,,234,756,Oriente Medio,"0,3",40190,"0,88"
12/01/2003,72,17305,60,63,,"0,05",35,,,Yemen,27,,503,Oriente Medio,"0,01",5667,"0,04"
12/01/2003,,,,,,,,,,Samoa Americana,,,,Oceanía,,,"0,04"
12/01/2003,3,346476,78,83,,"0,08",2323,,84,Australia,127,202,671,Oceanía,,110814,"0,72"
12/01/2003,45,862,66,71,,"0,03",95,,76,Fiyi,38,324,638,Oceanía,"0,07",,"0,13"
12/01/2003,,799,71,76,,,,,,Polinesia Francesa,46,294,659,Oceanía,"0,14",,"0,24"
12/01/2003,,,74,79,,,,,,Guam,,,,Oceanía,"0,34",,"0,51"
12/01/2003,21,40,63,69,,"0,1",103,,,Kiribati,35,383,582,Oceanía,"0,03",,"0,01"
12/01/2003,17,84,,,,"0,17",411,,,Islas Marshall,,,,Oceanía,"0,03",,"0,01"
12/01/2003,16,147,67,68,,"0,1",218,,,Micronesia (Estados Federados),39,393,568,Oceanía,"0,09",,"0,06"
12/01/2003,,2750,72,79,,,,,,Nueva Caledonia,63,278,659,Oceanía,"0,26",,"0,44"
12/01/2003,12,33938,77,81,,"0,08",1602,,,Nueva Zelanda,119,221,661,Oceanía,"0,61",16847,"0,65"
12/01/2003,51,3968,58,62,,"0,04",25,,134,Papúa Nueva Guinea,26,401,573,Oceanía,"0,01",,0
12/01/2003,42,150,67,74,,"0,05",93,,113,Samoa,47,401,552,Oceanía,"0,03",,"0,06"
12/01/2003,56,180,63,66,,"0,06",45,,147,Islas Salomón,29,415,556,Oceanía,"0,01",,0
12/01/2003,32,176,69,74,,"0,05",106,,113,Tonga,,382,559,Oceanía,"0,03",,"0,11"
12/01/2003,39,81,67,71,,"0,04",58,,59,Vanuatu,32,404,564,Oceanía,"0,04",,"0,04"
12/01/2003,,389,72,77,,"0,04",457,,128,Antigua y Barbuda,71,288,,América,"0,17",,"0,57"
12/01/2003,66,133127,71,78,,"0,08",280,,191,Argentina,101,,629,América,"0,12",59047,"0,21"
12/01/2003,,2255,72,76,,,,,115,Aruba,81,221,698,América,"0,21",,"0,72"
12/01/2003,,1518,70,76,,"0,06",1237,,,Bahamas,59,271,,América,"0,2",,"0,39"
12/01/2003,,1269,71,76,,"0,07",702,,85,Barbados,112,211,677,América,"0,4",,"0,52"
12/01/2003,,374,68,75,,"0,05",174,,143,Belice,42,388,,América,,,"0,23"
12/01/2003,,510,76,81,,,,,,Bermudas,,,,América,"0,57",,"0,63"
12/01/2003,60,14129,62,66,,"0,06",50,,177,Bolivia,43,,567,América,"0,04",3688,"0,14"
12/01/2003,152,321622,67,75,,"0,07",214,,671,Brasil,59,283,658,América,"0,13",198976,"0,26"
12/01/2003,3,553185,77,82,,"0,1","2,68",,47,Canadá,129,183,689,América,"0,64",262038,"0,42"
12/01/2003,,480,,,,,,,,Islas Caimán,,,,América,,,"0,46"
12/01/2003,27,55078,75,81,,"0,07",338,,62,Chile,77,261,662,América,"0,26",25833,"0,45"
12/01/2003,60,57422,68,76,,"0,06",134,,152,Colombia,49,316,635,América,"0,07",25736,"0,15"
12/01/2003,77,6626,76,81,,"0,08",343,,256,Costa Rica,57,293,,América,"0,2",3297,"0,19"
12/01/2003,,25486,75,79,,"0,06",202,,,Cuba,105,204,691,América,"0,05",11662,0
12/01/2003,,,,,,,,,,Curazao,114,225,,América,,,
12/01/2003,,114,,,,"0,05",240,,115,Dominica,,,,América,"0,24",,"0,34"
12/01/2003,77,21888,68,74,,"0,07",143,,314,República Dominicana,55,338,607,América,"0,08",7479,"0,23"
12/01/2003,92,26523,71,77,,"0,07",164,,136,Ecuador,54,334,612,América,"0,05",9712,"0,18"
12/01/2003,115,6553,66,75,,"0,07",182,,,El Salvador,59,369,572,América,"0,03",4418,"0,19"
12/01/2003,,532,66,71,,,,,,Groenlandia,,,,América,"0,55",,"0,52"
12/01/2003,,216,69,73,,"0,06",359,,,Granada,77,319,603,América,"0,19",,"0,41"
12/01/2003,39,10502,66,73,,"0,06",116,,,Guatemala,42,436,522,América,"0,05",7436,"0,17"
12/01/2003,,1566,61,68,,"0,06",55,,,Guyana,41,,599,América,,,"0,18"
12/01/2003,202,1734,57,60,,"0,05",17,,442,Haití,41,389,,América,"0,02",2218,"0,04"
12/01/2003,62,6769,69,74,,"0,08",103,,208,Honduras,41,409,,América,"0,05",3647,"0,06"
12/01/2003,31,10722,68,74,,"0,05",162,,189,Jamaica,76,318,606,América,"0,08",3728,"0,6"
12/01/2003,58,405633,73,78,,"0,06",397,,,México,51,,618,América,"0,13",153665,"0,28"
12/01/2003,46,4411,68,74,,"0,06",61,,155,Nicaragua,39,391,,América,"0,02",2758,"0,09"
12/01/2003,18,6153,73,78,,"0,08",303,,99,Panamá,58,313,629,América,"0,1",2649,"0,21"
12/01/2003,74,4070,69,73,,"0,06",71,,,Paraguay,46,368,586,América,"0,02",3965,"0,31"
12/01/2003,98,26380,69,74,,"0,05",102,,,Perú,52,328,,América,"0,12",11638,"0,11"
12/01/2003,7,,74,82,,,,,,Puerto Rico,118,227,654,América,"0,2",,"0,45"
12/01/2003,,,,,,,,,,Isla de San Martín (parte neerlandesa),,,,América,,,
12/01/2003,,220,,,,"0,04",359,,122,San Cristóbal y Nieves,,,,América,"0,23",,"0,46"
12/01/2003,,359,70,74,,"0,06",299,,,Santa Lucía,72,,628,América,"0,21",,"0,61"
12/01/2003,,,74,81,,,,,,San Martín,,,,América,,,
12/01/2003,,194,69,73,,"0,04",174,,118,San Vicente y las Granadinas,72,296,632,América,"0,07",,"0,58"
12/01/2003,,2241,65,72,,"0,07",173,,,Surinam,59,301,639,América,"0,05",,"0,35"
12/01/2003,,27697,65,73,,"0,05",449,,112,Trinidad y Tobago,69,,701,América,"0,26",13541,"0,26"
12/01/2003,,103,,,,,,,,Islas Turcas y Caicos,,,,América,,,
12/01/2003,6,5681664,75,80,,"0,16",5993,,41,Estados Unidos,123,209,669,América,"0,62",2261151,"0,55"
12/01/2003,45,4598,72,79,,"0,1",351,,589,Uruguay,134,242,625,América,"0,16",2523,"0,15"
12/01/2003,141,192103,70,76,,"0,06",190,,252,Venezuela,48,322,,América,"0,08",52881,"0,27"
12/01/2003,,,75,81,,,,,,Islas Vírgenes (EE. UU.),96,238,666,América,"0,27",,"0,46"
12/01/2004,25,89493,68,71,,"0,04",90,,,Argelia,43,297,,África,"0,05",30974,"0,15"
12/01/2004,119,18793,47,49,,"0,05",63,,823,Angola,25,477,498,África,"0,01",9676,"0,05"
12/01/2004,31,2512,55,58,,"0,05",23,,,Benín,28,447,525,África,"0,01",2491,"0,06"
12/01/2004,107,4378,47,48,,"0,05",268,,158,Botsuana,32,362,607,África,"0,03",1857,"0,28"
12/01/2004,40,1104,51,53,,"0,06",24,,,Burkina Faso,26,466,508,África,0,,"0,03"
12/01/2004,13,198,48,51,,"0,1",9,,183,Burundi,28,461,512,África,0,,"0,01"
12/01/2004,45,3957,51,53,,"0,05",41,,,Camerún,33,445,522,África,"0,01",6959,"0,09"
12/01/2004,22,213,43,46,,"0,04",14,,,República Centroafricana,,,,África,0,,"0,02"
12/01/2004,64,378,47,48,,"0,05",23,,,Chad,27,492,481,África,0,,"0,01"
12/01/2004,,103,57,60,,"0,04",25,,,Comoras,,414,556,África,"0,01",34,"0,01"
12/01/2004,133,1936,46,49,,"0,05",7,,,"Congo, Rep. Democrática)",28,463,509,África,0,19231,"0,04"
12/01/2004,37,1181,52,55,,"0,03",34,,,Congo (Brazzaville),35,422,543,África,"0,01",1020,"0,11"
12/01/2004,58,7664,46,48,,"0,06",50,,,Costa de Marfil,29,423,548,África,"0,01",9302,"0,1"
12/01/2004,,458,56,59,,"0,07",57,,112,Yibuti,33,381,586,África,"0,01",133,"0,05"
12/01/2004,37,150912,67,72,,"0,05",57,,134,Egipto,54,,616,África,"0,12",53536,"0,11"
12/01/2004,,5218,47,50,,"0,02",191,,,Guinea Ecuatorial,33,,557,África,"0,01",762,"0,11"
12/01/2004,91,770,56,60,,"0,03",7,,,Eritrea,19,,541,África,,744,0
12/01/2004,34,5244,55,56,,"0,04",6,,,Etiopía,31,464,505,África,0,28377,0
12/01/2004,,1767,59,61,,"0,03",180,,,Gabón,57,397,546,África,"0,03",1629,"0,36"
12/01/2004,,323,55,58,,"0,04",18,,365,Gambia,26,,515,África,"0,03",108,"0,13"
12/01/2004,22,7349,57,59,,"0,06",26,,,Ghana,33,404,562,África,"0,02",8267,"0,08"
12/01/2004,40,1342,52,52,,"0,05",20,,,Guinea,33,437,,África,"0,01",,"0,02"
12/01/2004,,202,51,53,,"0,05",20,,,Guinea-Bisáu,29,,,África,"0,02",86,"0,03"
12/01/2004,47,7624,53,55,,"0,04",20,,125,Kenia,27,429,543,África,"0,03",15552,"0,07"
12/01/2004,93,,43,44,,"0,07",45,,124,Lesoto,46,,553,África,"0,02",28,"0,1"
12/01/2004,,627,53,55,,"0,09",13,,181,Liberia,,433,537,África,0,,"0,03"
12/01/2004,,50359,72,75,,"0,04",205,,61,Libia,42,,648,África,"0,04",17796,"0,09"
12/01/2004,44,1808,59,62,,"0,05",12,,255,Madagascar,29,,,África,"0,01",,"0,02"
12/01/2004,39,975,48,48,,"0,08",16,,368,Malaui,,461,508,África,0,,"0,02"
12/01/2004,41,565,51,51,,"0,06",27,,,Mali,31,462,506,África,0,,"0,04"
12/01/2004,82,1632,59,62,,"0,06",28,,,Mauritania,32,418,551,África,"0,01",,"0,17"
12/01/2004,46,3194,69,76,,"0,04",227,,,Mauricio,65,246,689,África,"0,14",1019,"0,45"
12/01/2004,12,43311,67,71,,"0,05",99,,115,Marruecos,49,314,636,África,"0,12",12221,"0,31"
12/01/2004,153,1922,46,49,,"0,06",16,,221,Mozambique,32,446,522,África,"0,01",8375,"0,04"
12/01/2004,85,1962,53,57,,"0,07",213,,114,Namibia,33,,567,África,"0,04",1163,"0,14"
12/01/2004,35,964,53,53,,"0,07",16,,,Níger,25,488,487,África,0,,"0,01"
12/01/2004,36,97047,48,49,,"0,07",45,,192,Nigeria,27,435,538,África,"0,01",101751,"0,07"
12/01/2004,18,689,52,55,,"0,06",13,,165,Ruanda,26,446,528,África,0,,"0,02"
12/01/2004,192,73,62,66,,"0,11",79,,298,Santo Tomé y Príncipe,,422,537,África,"0,13",38,"0,05"
12/01/2004,59,5280,58,62,,"0,06",42,,,Senegal,32,443,526,África,"0,04",2736,"0,1"
12/01/2004,,744,69,76,,"0,04",421,,,Seychelles,76,,673,África,"0,24",256,"0,63"
12/01/2004,26,642,41,42,,"0,15",45,,221,Sierra Leona,24,427,549,África,0,,
12/01/2004,,576,51,54,,,,,,Somalia,29,477,494,África,"0,01",,"0,06"
12/01/2004,38,427132,51,53,,"0,09",410,,113,Sudáfrica,42,312,647,África,"0,08",128722,"0,44"
12/01/2004,,,50,52,,,,,,Sudán del Sur,32,442,526,África,,,
12/01/2004,39,11382,58,61,,"0,04",29,,,Sudán,,433,536,África,"0,01",14769,"0,03"
12/01/2004,,1030,46,46,,"0,06",130,,113,Suazilandia,31,424,545,África,"0,03",406,"0,13"
12/01/2004,28,4353,52,53,,"0,03",12,,141,Tanzania,,446,524,África,"0,01",16198,"0,05"
12/01/2004,65,1397,53,55,,"0,06",21,,,Togo,28,431,541,África,"0,02",2327,"0,06"
12/01/2004,11,22446,71,75,,"0,06",179,,,Túnez,66,265,669,África,"0,09",8463,"0,38"
12/01/2004,34,1852,52,52,,"0,08",24,,206,Uganda,25,494,481,África,"0,01",,"0,04"
12/01/2004,35,2131,45,46,,"0,07",33,,307,Zambia,27,466,507,África,"0,02",7005,"0,04"
12/01/2004,97,9927,44,43,,,,,2789,Zimbabue,36,415,549,África,"0,07",9269,"0,03"
12/01/2004,9,733,55,58,,"0,1",19,,,Afganistán,,494,486,Asia,0,,"0,03"
12/01/2004,18,3645,70,76,,"0,06",65,,186,Armenia,115,225,,Asia,"0,05",2095,"0,07"
12/01/2004,121,32090,66,71,,"0,08",81,,157,Azerbaiyán,64,,667,Asia,,12786,"0,17"
12/01/2004,50,39750,67,68,,"0,03",12,,148,Bangladés,42,348,609,Asia,0,22554,"0,02"
12/01/2004,62,308,63,63,,"0,04",49,,,Bután,,352,608,Asia,"0,03",180,"0,03"
12/01/2004,,5361,75,79,,"0,03",658,,55,Brunéi,31,292,677,Asia,"0,3",2296,"0,56"
12/01/2004,94,2446,63,69,,"0,07",29,,,Camboya,43,,588,Asia,0,3389,"0,07"
12/01/2004,48,5288166,73,75,,"0,05",70,,56,China,75,214,711,Asia,"0,07",1639854,"0,26"
12/01/2004,25,4323,69,76,,"0,09",97,,221,Georgia,143,,667,Asia,"0,04",2781,"0,19"
12/01/2004,11,38415,79,85,,,,,,"Hong Kong (RAE, República Popular China)",119,148,732,Asia,"0,56",12808,"1,19"
12/01/2004,89,1348525,62,65,,"0,05",29,,109,India,46,326,627,Asia,"0,02",519165,"0,05"
12/01/2004,151,337635,67,71,,"0,02",27,,141,Indonesia,48,,651,Asia,"0,03",176238,"0,14"
12/01/2004,31,1259655,79,86,,"0,08",2914,,18,Japón,193,139,668,Asia,"0,62",522488,"0,72"
12/01/2004,26,172158,60,72,,"0,04",114,,,Kazajistán,76,251,674,Asia,"0,03",50717,"0,16"
12/01/2004,,79482,64,72,,,,,,"Corea, Rep. Pop.",71,,678,Asia,,20494,
12/01/2004,17,482277,75,81,,"0,05",784,,59,"Corea, Rep.",89,196,716,Asia,"0,73",208284,"0,78"
12/01/2004,21,5699,64,72,,"0,06",25,,293,Kirguistán,57,319,624,Asia,"0,05",2542,"0,05"
12/01/2004,153,1423,63,65,,"0,05",19,,293,Laos,37,411,552,Asia,0,,"0,04"
12/01/2004,,1727,76,81,,,,,,"Macao (RAE, República Popular China)",74,185,742,Asia,"0,32",,"0,94"
12/01/2004,37,167333,71,76,,"0,04",181,,,Malasia,43,308,649,Asia,"0,42",58691,"0,58"
12/01/2004,9,777,72,75,,"0,06",217,,,Maldivas,44,356,599,Asia,"0,07",250,"0,39"
12/01/2004,13,8551,61,69,,"0,07",56,,315,Mongolia,37,299,664,Asia,,2600,"0,17"
12/01/2004,,12435,61,65,,"0,02",5,,,Birmania,49,286,666,Asia,0,14764,0
12/01/2004,31,2769,63,65,,"0,06",17,,85,Nepal,43,397,,Asia,0,8832,"0,01"
12/01/2004,24,131601,64,66,,"0,03",18,,73,Pakistán,41,388,571,Asia,"0,06",73580,"0,03"
12/01/2004,49,74066,64,71,,"0,03",35,,101,Filipinas,34,374,592,Asia,"0,05",38643,"0,39"
12/01/2004,8,28474,77,82,,"0,03",826,,53,Singapur,81,196,723,Asia,"0,62",30845,"0,91"
12/01/2004,48,11965,70,77,,"0,04",44,,95,Sri Lanka,69,256,675,Asia,"0,01",8798,"0,11"
12/01/2004,,2563,62,69,,"0,04",13,,203,Tayikistán,37,392,,Asia,0,2346,"0,02"
12/01/2004,33,252345,69,76,,"0,04",87,,55,Tailandia,75,228,697,Asia,"0,11",96291,"0,41"
12/01/2004,158,176,61,64,,"0,09",27,,155,Timor Oriental,27,484,489,Asia,,58,"0,03"
12/01/2004,,43337,60,68,,"0,04",111,,,Turkmenistán,46,334,,Asia,"0,01",18406,"0,01"
12/01/2004,29,119306,64,71,,"0,05",24,,,Uzbekistán,47,341,613,Asia,"0,03",50678,"0,02"
12/01/2004,51,90549,70,79,,"0,06",30,,97,Vietnam,66,,654,Asia,"0,08",38968,"0,06"
12/01/2004,41,4166,73,79,,"0,07",148,,118,Albania,82,273,645,Europa,"0,02",2172,"0,39"
12/01/2004,,565,,,,"0,06",2193,,,Andorra,,,,Europa,"0,27",,"0,74"
12/01/2004,25,71866,76,82,,"0,1","3,72",,,Austria,158,163,679,Europa,"0,54",32690,"0,98"
12/01/2004,79,58038,63,75,,"0,07",157,,169,Bielorrusia,146,,694,Europa,,26888,"0,23"
12/01/2004,34,111282,76,82,,"0,1",3482,,67,Bélgica,173,172,656,Europa,"0,54",58895,"0,88"
12/01/2004,63,24617,73,78,,"0,09",236,,103,Bosnia y Herzegovina,127,192,682,Europa,"0,16",4811,"0,36"
12/01/2004,32,46787,69,76,,"0,07",238,,89,Bulgaria,173,,688,Europa,"0,18",18833,"0,61"
12/01/2004,29,23047,72,79,,"0,07",614,,117,Croacia,169,162,,Europa,"0,31",8831,"0,64"
12/01/2004,,7334,76,81,,"0,06",1353,,76,Chipre,106,205,,Europa,"0,34",2184,"0,65"
12/01/2004,40,122709,73,79,,"0,07",771,,,República Checa,,151,709,Europa,"0,36",45511,"1,06"
12/01/2004,7,50597,75,80,,"0,1",4387,,,Dinamarca,,188,662,Europa,"0,81",19428,"0,96"
12/01/2004,72,17217,66,78,,"0,05",450,,57,Estonia,166,156,678,Europa,"0,53",5282,"0,94"
12/01/2004,,796,77,82,,,,,,Islas Feroe,,,,Europa,"0,67",,"0,85"
12/01/2004,14,67091,75,82,,"0,08",2974,,37,Finlandia,157,175,667,Europa,"0,72",37120,"0,95"
12/01/2004,7,390103,77,84,,"0,11","3,62",,66,Francia,164,186,651,Europa,"0,39",269777,"0,73"
12/01/2004,45,825896,76,82,,"0,11",3524,,,Alemania,184,146,,Europa,"0,65",340676,"0,85"
12/01/2004,38,97150,77,82,,"0,09",1809,,,Grecia,183,145,672,Europa,"0,21",29707,"0,85"
12/01/2004,52,57352,69,77,,"0,08",828,,128,Hungría,156,158,687,Europa,"0,28",26157,"0,86"
12/01/2004,5,2233,79,83,,"0,1",4567,,,Islandia,117,223,,Europa,"0,84",3368,"0,99"
12/01/2004,18,43956,76,81,,"0,08",3487,,26,Irlanda,111,206,683,Europa,"0,37",14269,"0,95"
12/01/2004,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2004,13,472768,78,84,,"0,09",2549,,55,Italia,194,141,665,Europa,"0,33",181990,"1,08"
12/01/2004,,,66,71,,,,,148,Kosovo,,,,Europa,,2005,
12/01/2004,16,7132,67,77,,"0,07",387,,74,Letonia,168,152,,Europa,"0,39",4438,"0,68"
12/01/2004,,,79,85,,,,,,Liechtenstein,,,,Europa,"0,64",,"0,74"
12/01/2004,26,13330,66,78,,"0,06",374,,57,Lituania,,173,677,Europa,"0,31",9386,"0,92"
12/01/2004,,11269,76,82,,"0,08",6145,,,Luxemburgo,144,188,668,Europa,"0,66",4282,"1,04"
12/01/2004,48,11192,72,77,,"0,09",230,,124,Macedonia (Antigua República Yugoslava),,203,687,Europa,"0,24",2756,"0,47"
12/01/2004,,2574,77,81,,"0,09",1247,,53,Malta,129,178,693,Europa,"0,35",830,"0,74"
12/01/2004,30,4554,64,72,,"0,09",61,,209,Moldavia,111,198,691,Europa,"0,11",3377,"0,21"
12/01/2004,,,,,,"0,04",4885,,,Mónaco,,,,Europa,"0,53",,"0,47"
12/01/2004,,,71,76,,"0,09",293,,,Montenegro,128,203,669,Europa,"0,25",,"0,79"
12/01/2004,9,176903,77,81,,"0,1",3739,,28,Países Bajos,139,185,676,Europa,"0,69",79075,"0,91"
12/01/2004,18,42666,78,82,,"0,1",5733,,,Noruega,148,198,655,Europa,"0,78",26433,"0,99"
12/01/2004,31,304988,71,79,,"0,06",410,,76,Polonia,131,169,,Europa,"0,33",91371,"0,6"
12/01/2004,78,63175,75,81,,"0,1",1779,,,Portugal,,157,674,Europa,"0,32",25831,"1,01"
12/01/2004,28,95401,68,75,,"0,05",190,,256,Rumania,146,,694,Europa,"0,15",38683,"0,46"
12/01/2004,30,1602963,59,72,,"0,05",212,,114,Rusia,136,156,707,Europa,"0,13",647392,"0,51"
12/01/2004,,,79,85,,"0,05",3359,,71,San Marino,,,,Europa,"0,51",,"0,58"
12/01/2004,56,,70,75,,"0,09",204,,155,Serbia,139,185,676,Europa,"0,24",18094,"0,47"
12/01/2004,52,38749,70,78,,"0,07",565,,91,Eslovaquia,116,173,711,Europa,"0,53",18353,"0,79"
12/01/2004,60,15746,74,81,,"0,08",1415,,87,Eslovenia,153,144,703,Europa,"0,41",7131,"0,93"
12/01/2004,114,339429,77,83,,"0,08",2028,,,España,168,145,687,Europa,"0,44",139030,"0,9"
12/01/2004,16,54521,78,83,,"0,09",3666,,,Suecia,172,176,651,Europa,"0,84",52588,"0,98"
12/01/2004,18,40392,79,84,,"0,11","5,57",,32,Suiza,157,166,678,Europa,"0,68",26090,"0,85"
12/01/2004,6,225407,69,76,,"0,05",297,,,Turquía,65,289,646,Europa,"0,15",80858,"0,52"
12/01/2004,34,343121,63,74,,"0,07",90,,174,Ucrania,155,151,694,Europa,"0,04",143843,"0,29"
12/01/2004,13,540409,77,81,,"0,08",2955,,44,Reino Unido,159,181,,Europa,"0,66",221558,1
12/01/2004,,17510,75,76,,"0,04",539,,79,Baréin,23,283,694,Oriente Medio,"0,22",6970,"0,79"
12/01/2004,29,447480,70,73,,"0,05",117,,167,Irán,48,272,,Oriente Medio,"0,08",155548,"0,07"
12/01/2004,77,114084,67,72,,"0,06",55,,129,Irak,35,421,545,Oriente Medio,"0,01",26901,"0,02"
12/01/2004,20,63201,78,82,,"0,08","1,41",,75,Israel,,279,621,Oriente Medio,"0,23",19241,"1,12"
12/01/2004,26,19241,71,74,,"0,09",203,,83,Jordania,32,383,585,Oriente Medio,"0,12",6219,"0,32"
12/01/2004,35,63534,73,75,,"0,03",743,,56,Kuwait,34,255,711,Oriente Medio,"0,23",23469,"0,81"
